card_ids,cards,runs_with_package,pct_runs_with_package,avg_damage,damage_vs_all_wins,avg_final_hp_fraction,avg_turns
EXPECT_A_FIGHT;POMMEL_STRIKE;TRUE_GRIT,Expect A Fight + Pommel Strike + True Grit,12,7.5,366,-15.2,0.518,123.5
ANGER;BLOODLETTING;COLOSSUS,Anger + Bloodletting + Colossus,12,7.5,366,-15.2,0.693,115.1
HEADBUTT;OFFERING;POMMEL_STRIKE,Headbutt + Offering + Pommel Strike,12,7.5,366.2,-14.9,0.452,107.4
ASHEN_STRIKE;BLOODLETTING;TRUE_GRIT,Ashen Strike + Bloodletting + True Grit,12,7.5,366.4,-14.8,0.548,116.6
HEADBUTT;RUPTURE;SHRUG_IT_OFF,Headbutt + Rupture + Shrug It Off,12,7.5,366.5,-14.7,0.604,116.4
EXPECT_A_FIGHT;FIEND_FIRE;SHRUG_IT_OFF,Expect A Fight + Fiend Fire + Shrug It Off,12,7.5,366.6,-14.6,0.466,113.3
BATTLE_TRANCE;COLOSSUS;TAUNT,Battle Trance + Colossus + Taunt,12,7.5,367.2,-14.0,0.574,115.2
BLOOD_WALL;COLOSSUS;EXPECT_A_FIGHT,Blood Wall + Colossus + Expect A Fight,12,7.5,367.4,-13.8,0.452,116.4
ARMAMENTS;FEEL_NO_PAIN;TRUE_GRIT,Armaments + Feel No Pain + True Grit,12,7.5,367.7,-13.5,0.577,123.8
DOMINATE;HEADBUTT;TRUE_GRIT,Dominate + Headbutt + True Grit,12,7.5,367.7,-13.5,0.61,120.5
DOMINATE;TAUNT;UPPERCUT,Dominate + Taunt + Uppercut,12,7.5,367.8,-13.4,0.496,112.2
BLOOD_WALL;BURNING_PACT;HEADBUTT,Blood Wall + Burning Pact + Headbutt,12,7.5,368.6,-12.6,0.451,117.8
BLOODLETTING;BLOOD_WALL;RUPTURE,Bloodletting + Blood Wall + Rupture,12,7.5,371.2,-9.9,0.517,108.3
BURNING_PACT;FIEND_FIRE;SHRUG_IT_OFF,Burning Pact + Fiend Fire + Shrug It Off,12,7.5,371.9,-9.3,0.49,115.7
COLOSSUS;TAUNT;TREMBLE,Colossus + Taunt + Tremble,12,7.5,372.2,-8.9,0.592,110.1
BATTLE_TRANCE;BURNING_PACT;TREMBLE,Battle Trance + Burning Pact + Tremble,12,7.5,372.2,-9.0,0.521,114.8
ANGER;BATTLE_TRANCE;TREMBLE,Anger + Battle Trance + Tremble,12,7.5,372.8,-8.4,0.586,110.2
DOMINATE;EXPECT_A_FIGHT;SHRUG_IT_OFF,Dominate + Expect A Fight + Shrug It Off,12,7.5,372.8,-8.4,0.543,124.3
BATTLE_TRANCE;FIEND_FIRE;HEADBUTT,Battle Trance + Fiend Fire + Headbutt,12,7.5,373.8,-7.4,0.431,121.2
BLOOD_WALL;PERFECTED_STRIKE;SHRUG_IT_OFF,Blood Wall + Perfected Strike + Shrug It Off,12,7.5,374.2,-6.9,0.525,122.8
EXPECT_A_FIGHT;SHRUG_IT_OFF;TAUNT,Expect A Fight + Shrug It Off + Taunt,12,7.5,374.5,-6.7,0.612,118.2
COLOSSUS;FEEL_NO_PAIN;TREMBLE,Colossus + Feel No Pain + Tremble,12,7.5,374.9,-6.3,0.597,122
POMMEL_STRIKE;UNMOVABLE;UPPERCUT,Pommel Strike + Unmovable + Uppercut,12,7.5,375.5,-5.7,0.554,115.9
BATTLE_TRANCE;BREAKTHROUGH;POMMEL_STRIKE,Battle Trance + Breakthrough + Pommel Strike,12,7.5,375.5,-5.7,0.432,107.1
ANGER;SHRUG_IT_OFF;VICIOUS,Anger + Shrug It Off + Vicious,12,7.5,376.2,-4.9,0.674,121
BURNING_PACT;DOMINATE;TRUE_GRIT,Burning Pact + Dominate + True Grit,12,7.5,376.8,-4.4,0.52,117.1
TAUNT;UPPERCUT;VICIOUS,Taunt + Uppercut + Vicious,12,7.5,377.2,-4.0,0.511,109.3
BLOODLETTING;INFERNO;RUPTURE,Bloodletting + Inferno + Rupture,12,7.5,377.2,-4.0,0.52,111.4
ANGER;BATTLE_TRANCE;SHRUG_IT_OFF,Anger + Battle Trance + Shrug It Off,12,7.5,377.2,-3.9,0.543,118.3
TAUNT;TRUE_GRIT;VICIOUS,Taunt + True Grit + Vicious,12,7.5,377.5,-3.7,0.574,120.2
BLOODLETTING;BRAND;POMMEL_STRIKE,Bloodletting + Brand + Pommel Strike,12,7.5,378.1,-3.1,0.461,117.8
FIEND_FIRE;POMMEL_STRIKE;TREMBLE,Fiend Fire + Pommel Strike + Tremble,12,7.5,378.3,-2.9,0.608,127.8
FEEL_NO_PAIN;OFFERING;TRUE_GRIT,Feel No Pain + Offering + True Grit,12,7.5,378.4,-2.8,0.537,122.9
BLOOD_WALL;THUNDERCLAP;VICIOUS,Blood Wall + Thunderclap + Vicious,12,7.5,378.9,-2.3,0.584,105.5
ASHEN_STRIKE;BLOODLETTING;TAUNT,Ashen Strike + Bloodletting + Taunt,12,7.5,379.3,-1.9,0.607,114.3
BATTLE_TRANCE;BLOODLETTING;PILLAGE,Battle Trance + Bloodletting + Pillage,12,7.5,379.5,-1.7,0.45,111.8
FEEL_NO_PAIN;OFFERING;SHRUG_IT_OFF,Feel No Pain + Offering + Shrug It Off,12,7.5,379.8,-1.4,0.55,123
BURNING_PACT;DOMINATE;UPPERCUT,Burning Pact + Dominate + Uppercut,12,7.5,379.8,-1.4,0.448,115.3
POMMEL_STRIKE;STONE_ARMOR;TREMBLE,Pommel Strike + Stone Armor + Tremble,12,7.5,379.8,-1.4,0.495,135.2
SHRUG_IT_OFF;STONE_ARMOR;TREMBLE,Shrug It Off + Stone Armor + Tremble,12,7.5,379.8,-1.4,0.535,137.3
ASHEN_STRIKE;BURNING_PACT;POMMEL_STRIKE,Ashen Strike + Burning Pact + Pommel Strike,12,7.5,380.2,-0.9,0.557,112.2
BLOODLETTING;POMMEL_STRIKE;THRASH,Bloodletting + Pommel Strike + Thrash,12,7.5,380.2,-0.9,0.453,106.5
BATTLE_TRANCE;DOMINATE;FIEND_FIRE,Battle Trance + Dominate + Fiend Fire,12,7.5,380.2,-0.9,0.513,122.2
BLOODLETTING;EVIL_EYE;VICIOUS,Bloodletting + Evil Eye + Vicious,12,7.5,380.5,-0.7,0.692,108.2
BATTLE_TRANCE;POMMEL_STRIKE;THUNDERCLAP,Battle Trance + Pommel Strike + Thunderclap,12,7.5,380.7,-0.5,0.38,112.7
BLOODLETTING;RUPTURE;UPPERCUT,Bloodletting + Rupture + Uppercut,12,7.5,380.9,-0.3,0.482,108.8
FIEND_FIRE;POMMEL_STRIKE;UPPERCUT,Fiend Fire + Pommel Strike + Uppercut,12,7.5,381.4,0.2,0.518,118.6
BATTLE_TRANCE;PILLAGE;POMMEL_STRIKE,Battle Trance + Pillage + Pommel Strike,12,7.5,381.5,0.3,0.424,109.6
BURNING_PACT;EVIL_EYE;SHRUG_IT_OFF,Burning Pact + Evil Eye + Shrug It Off,12,7.5,381.9,0.7,0.545,119
BATTLE_TRANCE;HEADBUTT;PYRE,Battle Trance + Headbutt + Pyre,12,7.5,382.1,0.9,0.49,122.8
BLOOD_WALL;COLOSSUS;HEADBUTT,Blood Wall + Colossus + Headbutt,12,7.5,382.6,1.4,0.608,112.2
BLOODLETTING;SHRUG_IT_OFF;SPITE,Bloodletting + Shrug It Off + Spite,12,7.5,382.7,1.5,0.472,114.2
HEADBUTT;MOLTEN_FIST;SHRUG_IT_OFF,Headbutt + Molten Fist + Shrug It Off,12,7.5,382.7,1.5,0.426,116.7
BLOODLETTING;RUPTURE;SHRUG_IT_OFF,Bloodletting + Rupture + Shrug It Off,12,7.5,383.8,2.6,0.561,110.5
EVIL_EYE;POMMEL_STRIKE;TAUNT,Evil Eye + Pommel Strike + Taunt,12,7.5,384.3,3.1,0.504,111.7
BATTLE_TRANCE;DOMINATE;OFFERING,Battle Trance + Dominate + Offering,12,7.5,384.6,3.4,0.466,113.9
BATTLE_TRANCE;BLOODLETTING;DARK_EMBRACE,Battle Trance + Bloodletting + Dark Embrace,12,7.5,384.8,3.6,0.539,111.9
FORGOTTEN_RITUAL;POMMEL_STRIKE;UPPERCUT,Forgotten Ritual + Pommel Strike + Uppercut,12,7.5,385.1,3.9,0.554,113.2
BURNING_PACT;PERFECTED_STRIKE;POMMEL_STRIKE,Burning Pact + Perfected Strike + Pommel Strike,12,7.5,385.1,3.9,0.462,119.8
ANGER;HEADBUTT;SHRUG_IT_OFF,Anger + Headbutt + Shrug It Off,12,7.5,385.2,4.1,0.563,119.9
ANGER;BLOODLETTING;VICIOUS,Anger + Bloodletting + Vicious,12,7.5,385.6,4.4,0.688,117.2
BURNING_PACT;EVIL_EYE;TREMBLE,Burning Pact + Evil Eye + Tremble,12,7.5,386,4.8,0.61,117.7
BATTLE_TRANCE;DARK_EMBRACE;POMMEL_STRIKE,Battle Trance + Dark Embrace + Pommel Strike,12,7.5,386.2,5.1,0.481,111
HEADBUTT;TAUNT;UPPERCUT,Headbutt + Taunt + Uppercut,12,7.5,386.2,5.0,0.468,113.7
AGGRESSION;BLOODLETTING;SHRUG_IT_OFF,Aggression + Bloodletting + Shrug It Off,12,7.5,386.4,5.2,0.492,115.3
BLOODLETTING;BLOOD_WALL;FORGOTTEN_RITUAL,Bloodletting + Blood Wall + Forgotten Ritual,12,7.5,386.8,5.6,0.513,115.8
BLOOD_WALL;MOLTEN_FIST;POMMEL_STRIKE,Blood Wall + Molten Fist + Pommel Strike,12,7.5,386.9,5.7,0.384,117.9
HEADBUTT;PERFECTED_STRIKE;SHRUG_IT_OFF,Headbutt + Perfected Strike + Shrug It Off,12,7.5,387,5.8,0.461,115.2
BLOOD_WALL;DOMINATE;UPPERCUT,Blood Wall + Dominate + Uppercut,12,7.5,387.1,5.9,0.461,117.2
MAD_SCIENCE;POMMEL_STRIKE;SHRUG_IT_OFF,Mad Science + Pommel Strike + Shrug It Off,12,7.5,387.9,6.7,0.559,109.5
POMMEL_STRIKE;THUNDERCLAP;TRUE_GRIT,Pommel Strike + Thunderclap + True Grit,12,7.5,388.2,7.0,0.522,121.2
FEEL_NO_PAIN;STONE_ARMOR;TRUE_GRIT,Feel No Pain + Stone Armor + True Grit,12,7.5,389.2,8.0,0.489,132
DOMINATE;MOLTEN_FIST;TRUE_GRIT,Dominate + Molten Fist + True Grit,12,7.5,389.8,8.6,0.532,120.1
COLOSSUS;OFFERING;UPPERCUT,Colossus + Offering + Uppercut,12,7.5,390.1,8.9,0.494,112.4
COLOSSUS;TREMBLE;TRUE_GRIT,Colossus + Tremble + True Grit,12,7.5,390.1,8.9,0.561,119.5
DOMINATE;OFFERING;TREMBLE,Dominate + Offering + Tremble,12,7.5,390.8,9.6,0.574,115.9
COLOSSUS;INFERNO;SHRUG_IT_OFF,Colossus + Inferno + Shrug It Off,12,7.5,391.2,10.1,0.659,113.5
BATTLE_TRANCE;BLOODLETTING;CRUELTY,Battle Trance + Bloodletting + Cruelty,12,7.5,391.5,10.3,0.368,117.2
BLOODLETTING;HEADBUTT;INFERNO,Bloodletting + Headbutt + Inferno,12,7.5,392.5,11.3,0.563,113.7
BLOOD_WALL;POMMEL_STRIKE;RUPTURE,Blood Wall + Pommel Strike + Rupture,12,7.5,392.6,11.4,0.469,110.2
ASHEN_STRIKE;POMMEL_STRIKE;UPPERCUT,Ashen Strike + Pommel Strike + Uppercut,12,7.5,392.9,11.7,0.561,115.8
ARMAMENTS;BLOOD_WALL;COLOSSUS,Armaments + Blood Wall + Colossus,12,7.5,393,11.8,0.507,120.4
BLOODLETTING;INFLAME;POMMEL_STRIKE,Bloodletting + Inflame + Pommel Strike,12,7.5,393.1,11.9,0.523,115
BATTLE_TRANCE;FEEL_NO_PAIN;TRUE_GRIT,Battle Trance + Feel No Pain + True Grit,12,7.5,393.5,12.3,0.431,127.7
BLOODLETTING;BLOOD_WALL;MOLTEN_FIST,Bloodletting + Blood Wall + Molten Fist,12,7.5,393.9,12.7,0.404,110.8
TRUE_GRIT;UPPERCUT;VICIOUS,True Grit + Uppercut + Vicious,12,7.5,394.2,13.0,0.636,119.8
BATTLE_TRANCE;FLAME_BARRIER;SHRUG_IT_OFF,Battle Trance + Flame Barrier + Shrug It Off,12,7.5,394.3,13.1,0.498,113.2
FORGOTTEN_RITUAL;HEADBUTT;SHRUG_IT_OFF,Forgotten Ritual + Headbutt + Shrug It Off,12,7.5,394.4,13.2,0.46,119.2
BLOODLETTING;EXPECT_A_FIGHT;TAUNT,Bloodletting + Expect A Fight + Taunt,12,7.5,394.5,13.3,0.5,116.3
BURNING_PACT;MOLTEN_FIST;POMMEL_STRIKE,Burning Pact + Molten Fist + Pommel Strike,12,7.5,394.6,13.4,0.335,124.7
BLOOD_WALL;HEADBUTT;INFERNO,Blood Wall + Headbutt + Inferno,12,7.5,394.7,13.5,0.576,112.1
HEADBUTT;TRUE_GRIT;VICIOUS,Headbutt + True Grit + Vicious,12,7.5,396,14.8,0.628,121.5
BLOOD_WALL;FEEL_NO_PAIN;SHRUG_IT_OFF,Blood Wall + Feel No Pain + Shrug It Off,12,7.5,396.2,15.1,0.557,127.8
BLOODLETTING;DOMINATE;RAGE,Bloodletting + Dominate + Rage,12,7.5,396.5,15.3,0.516,120.6
BLOOD_WALL;TRUE_GRIT;UPPERCUT,Blood Wall + True Grit + Uppercut,12,7.5,396.5,15.3,0.549,120.6
BATTLE_TRANCE;POMMEL_STRIKE;RAGE,Battle Trance + Pommel Strike + Rage,12,7.5,396.8,15.6,0.413,116.8
ARMAMENTS;PILLAGE;SHRUG_IT_OFF,Armaments + Pillage + Shrug It Off,12,7.5,396.8,15.6,0.56,116.2
BLOODLETTING;IRON_WAVE;TRUE_GRIT,Bloodletting + Iron Wave + True Grit,12,7.5,398.1,16.9,0.472,118.2
BATTLE_TRANCE;INFERNO;POMMEL_STRIKE,Battle Trance + Inferno + Pommel Strike,12,7.5,399.2,18.1,0.505,110.4
BATTLE_TRANCE;THUNDERCLAP;TREMBLE,Battle Trance + Thunderclap + Tremble,12,7.5,399.4,18.2,0.495,115.6
ASHEN_STRIKE;COLOSSUS;POMMEL_STRIKE,Ashen Strike + Colossus + Pommel Strike,12,7.5,400,18.8,0.59,114.2
BLOODLETTING;STOKE;TREMBLE,Bloodletting + Stoke + Tremble,12,7.5,400.5,19.3,0.635,124.1
FORGOTTEN_RITUAL;HEADBUTT;POMMEL_STRIKE,Forgotten Ritual + Headbutt + Pommel Strike,12,7.5,400.8,19.6,0.489,119.3
BLOOD_WALL;OFFERING;SHRUG_IT_OFF,Blood Wall + Offering + Shrug It Off,12,7.5,401.2,20.1,0.38,117.8
BATTLE_TRANCE;COLOSSUS;UPPERCUT,Battle Trance + Colossus + Uppercut,12,7.5,401.2,20.0,0.489,110.1
BATTLE_TRANCE;CRIMSON_MANTLE;SHRUG_IT_OFF,Battle Trance + Crimson Mantle + Shrug It Off,12,7.5,401.9,20.7,0.482,118.3
BATTLE_TRANCE;BLOODLETTING;STOKE,Battle Trance + Bloodletting + Stoke,12,7.5,402.1,20.9,0.49,121.3
EXPECT_A_FIGHT;PILLAGE;SHRUG_IT_OFF,Expect A Fight + Pillage + Shrug It Off,12,7.5,402.9,21.7,0.442,109.2
BLOODLETTING;COLOSSUS;FLAME_BARRIER,Bloodletting + Colossus + Flame Barrier,12,7.5,403,21.8,0.519,124.1
OFFERING;TREMBLE;UPPERCUT,Offering + Tremble + Uppercut,12,7.5,403.1,21.9,0.509,118.1
OFFERING;POMMEL_STRIKE;SECOND_WIND,Offering + Pommel Strike + Second Wind,12,7.5,403.2,22.1,0.511,121.8
EVIL_EYE;MOLTEN_FIST;POMMEL_STRIKE,Evil Eye + Molten Fist + Pommel Strike,12,7.5,403.2,22.0,0.478,119.3
BLOOD_WALL;MOLTEN_FIST;SHRUG_IT_OFF,Blood Wall + Molten Fist + Shrug It Off,12,7.5,403.5,22.3,0.449,119.8
BURNING_PACT;FORGOTTEN_RITUAL;UPPERCUT,Burning Pact + Forgotten Ritual + Uppercut,12,7.5,403.8,22.6,0.476,121.6
MOLTEN_FIST;POMMEL_STRIKE;TRUE_GRIT,Molten Fist + Pommel Strike + True Grit,12,7.5,404.2,23.0,0.439,124.6
BATTLE_TRANCE;PYRE;TRUE_GRIT,Battle Trance + Pyre + True Grit,12,7.5,405,23.8,0.399,113.7
ARMAMENTS;BLOODLETTING;OFFERING,Armaments + Bloodletting + Offering,12,7.5,405.2,24.1,0.492,112.2
BLOODLETTING;COLOSSUS;MOLTEN_FIST,Bloodletting + Colossus + Molten Fist,12,7.5,406.4,25.2,0.369,112.2
ARMAMENTS;BLOODLETTING;MOLTEN_FIST,Armaments + Bloodletting + Molten Fist,12,7.5,406.7,25.5,0.486,109.8
POMMEL_STRIKE;SECOND_WIND;UPPERCUT,Pommel Strike + Second Wind + Uppercut,12,7.5,406.8,25.6,0.563,129.2
BATTLE_TRANCE;COLOSSUS;HEADBUTT,Battle Trance + Colossus + Headbutt,12,7.5,407,25.8,0.458,111.7
BLOODLETTING;PYRE;UPPERCUT,Bloodletting + Pyre + Uppercut,12,7.5,407.4,26.2,0.527,123.9
ARMAMENTS;OFFERING;POMMEL_STRIKE,Armaments + Offering + Pommel Strike,12,7.5,408.6,27.4,0.52,113.4
BATTLE_TRANCE;FORGOTTEN_RITUAL;TREMBLE,Battle Trance + Forgotten Ritual + Tremble,12,7.5,409.7,28.5,0.54,120.2
BATTLE_TRANCE;OFFERING;TRUE_GRIT,Battle Trance + Offering + True Grit,12,7.5,410.2,29.1,0.489,118.7
ASHEN_STRIKE;HEADBUTT;POMMEL_STRIKE,Ashen Strike + Headbutt + Pommel Strike,12,7.5,411,29.8,0.448,113.2
BLOODLETTING;FLAME_BARRIER;TAUNT,Bloodletting + Flame Barrier + Taunt,12,7.5,411.1,29.9,0.485,119.5
ASHEN_STRIKE;SHRUG_IT_OFF;TREMBLE,Ashen Strike + Shrug It Off + Tremble,12,7.5,412.2,31.0,0.515,121.8
IRON_WAVE;POMMEL_STRIKE;SHRUG_IT_OFF,Iron Wave + Pommel Strike + Shrug It Off,12,7.5,412.3,31.1,0.457,113.2
HEADBUTT;OFFERING;SHRUG_IT_OFF,Headbutt + Offering + Shrug It Off,12,7.5,412.3,31.1,0.473,112.8
BLOODLETTING;FLAME_BARRIER;TREMBLE,Bloodletting + Flame Barrier + Tremble,12,7.5,412.4,31.2,0.448,120.2
FLAME_BARRIER;SHRUG_IT_OFF;TREMBLE,Flame Barrier + Shrug It Off + Tremble,12,7.5,412.4,31.2,0.561,136
ARMAMENTS;OFFERING;SHRUG_IT_OFF,Armaments + Offering + Shrug It Off,12,7.5,412.8,31.6,0.503,117.4
INFERNO;POMMEL_STRIKE;TREMBLE,Inferno + Pommel Strike + Tremble,12,7.5,413.4,32.2,0.571,127.1
FEEL_NO_PAIN;HEADBUTT;TREMBLE,Feel No Pain + Headbutt + Tremble,12,7.5,415,33.8,0.419,125
BATTLE_TRANCE;COLOSSUS;TREMBLE,Battle Trance + Colossus + Tremble,12,7.5,415.8,34.6,0.555,119.7
BATTLE_TRANCE;HEADBUTT;VICIOUS,Battle Trance + Headbutt + Vicious,12,7.5,416.2,35.1,0.487,116.9
MOLTEN_FIST;POMMEL_STRIKE;PYRE,Molten Fist + Pommel Strike + Pyre,12,7.5,416.3,35.1,0.311,126.8
BURNING_PACT;SHRUG_IT_OFF;UNRELENTING,Burning Pact + Shrug It Off + Unrelenting,12,7.5,417,35.8,0.484,128.8
CRIMSON_MANTLE;POMMEL_STRIKE;UPPERCUT,Crimson Mantle + Pommel Strike + Uppercut,12,7.5,420.1,38.9,0.462,120.7
BLOODLETTING;COLOSSUS;SECOND_WIND,Bloodletting + Colossus + Second Wind,12,7.5,420.4,39.2,0.554,122.6
COLOSSUS;POMMEL_STRIKE;SECOND_WIND,Colossus + Pommel Strike + Second Wind,12,7.5,420.4,39.2,0.554,122.6
BATTLE_TRANCE;TREMBLE;UPPERCUT,Battle Trance + Tremble + Uppercut,12,7.5,420.8,39.6,0.484,121.9
ARMAMENTS;COLOSSUS;HEADBUTT,Armaments + Colossus + Headbutt,12,7.5,420.9,39.7,0.52,122.2
BATTLE_TRANCE;IRON_WAVE;POMMEL_STRIKE,Battle Trance + Iron Wave + Pommel Strike,12,7.5,421,39.8,0.416,110.4
POMMEL_STRIKE;PYRE;TAUNT,Pommel Strike + Pyre + Taunt,12,7.5,422.4,41.2,0.318,122.9
TREMBLE;UPPERCUT;VICIOUS,Tremble + Uppercut + Vicious,12,7.5,422.9,41.7,0.598,117.8
BLOODLETTING;IRON_WAVE;POMMEL_STRIKE,Bloodletting + Iron Wave + Pommel Strike,12,7.5,425.8,44.6,0.404,115.6
HEADBUTT;TREMBLE;UPPERCUT,Headbutt + Tremble + Uppercut,12,7.5,427.2,46.1,0.489,120.2
BLOOD_WALL;FLAME_BARRIER;POMMEL_STRIKE,Blood Wall + Flame Barrier + Pommel Strike,12,7.5,427.6,46.4,0.372,119.8
CRIMSON_MANTLE;SHRUG_IT_OFF;TREMBLE,Crimson Mantle + Shrug It Off + Tremble,12,7.5,427.9,46.7,0.46,132
FLAME_BARRIER;POMMEL_STRIKE;TREMBLE,Flame Barrier + Pommel Strike + Tremble,12,7.5,429.7,48.5,0.458,131.6
MOLTEN_FIST;SHRUG_IT_OFF;TRUE_GRIT,Molten Fist + Shrug It Off + True Grit,12,7.5,430.4,49.2,0.517,124.2
ARMAMENTS;POMMEL_STRIKE;SECOND_WIND,Armaments + Pommel Strike + Second Wind,12,7.5,431.2,50.1,0.523,117.8
BATTLE_TRANCE;TREMBLE;TRUE_GRIT,Battle Trance + Tremble + True Grit,12,7.5,435.2,54.1,0.502,126.2
BLOODLETTING;SECOND_WIND;TRUE_GRIT,Bloodletting + Second Wind + True Grit,12,7.5,435.8,54.6,0.583,129.2
BLOODLETTING;NOT_YET;POMMEL_STRIKE,Bloodletting + Not Yet + Pommel Strike,12,7.5,436.6,55.4,0.6,124.5
EXPECT_A_FIGHT;FLAME_BARRIER;SHRUG_IT_OFF,Expect A Fight + Flame Barrier + Shrug It Off,12,7.5,436.9,55.7,0.518,124.6
BLOOD_WALL;POMMEL_STRIKE;PYRE,Blood Wall + Pommel Strike + Pyre,12,7.5,437.7,56.5,0.348,119
BLOOD_WALL;PYRE;SHRUG_IT_OFF,Blood Wall + Pyre + Shrug It Off,12,7.5,440.5,59.3,0.398,126.7
MOLTEN_FIST;POMMEL_STRIKE;TREMBLE,Molten Fist + Pommel Strike + Tremble,12,7.5,445.9,64.7,0.335,127.7
BURNING_PACT;COLOSSUS;TRUE_GRIT,Burning Pact + Colossus + True Grit,11,6.8,324.9,-56.3,0.587,118.3
BLOOD_WALL;COLOSSUS;TAUNT,Blood Wall + Colossus + Taunt,11,6.8,329.6,-51.5,0.58,110.5
DOMINATE;FIEND_FIRE;SHRUG_IT_OFF,Dominate + Fiend Fire + Shrug It Off,11,6.8,340.1,-41.1,0.645,121.4
BURNING_PACT;FEEL_NO_PAIN;FORGOTTEN_RITUAL,Burning Pact + Feel No Pain + Forgotten Ritual,11,6.8,341.9,-39.3,0.636,113.6
BLOODLETTING;COLOSSUS;DRUM_OF_BATTLE,Bloodletting + Colossus + Drum Of Battle,11,6.8,344.6,-36.5,0.702,117.8
HEADBUTT;POMMEL_STRIKE;THUNDERCLAP,Headbutt + Pommel Strike + Thunderclap,11,6.8,345.8,-35.4,0.647,114.9
BLOODLETTING;SHRUG_IT_OFF;STOMP,Bloodletting + Shrug It Off + Stomp,11,6.8,346.5,-34.6,0.586,106.3
COLOSSUS;IMPERVIOUS;SHRUG_IT_OFF,Colossus + Impervious + Shrug It Off,11,6.8,348.1,-33.1,0.695,113.2
BATTLE_TRANCE;FEEL_NO_PAIN;SHRUG_IT_OFF,Battle Trance + Feel No Pain + Shrug It Off,11,6.8,348.8,-32.4,0.645,121.8
BLOOD_WALL;TAUNT;TREMBLE,Blood Wall + Taunt + Tremble,11,6.8,349.4,-31.8,0.543,115
COLOSSUS;DOMINATE;TAUNT,Colossus + Dominate + Taunt,11,6.8,350.5,-30.6,0.548,111.7
EXPECT_A_FIGHT;SHRUG_IT_OFF;TWIN_STRIKE,Expect A Fight + Shrug It Off + Twin Strike,11,6.8,351.3,-29.9,0.446,109.5
COLOSSUS;TAUNT;UPPERCUT,Colossus + Taunt + Uppercut,11,6.8,351.5,-29.7,0.537,107
COLOSSUS;POMMEL_STRIKE;THUNDERCLAP,Colossus + Pommel Strike + Thunderclap,11,6.8,351.5,-29.7,0.593,114.7
POMMEL_STRIKE;TAUNT;UNRELENTING,Pommel Strike + Taunt + Unrelenting,11,6.8,351.6,-29.5,0.567,121.3
BLOODLETTING;EXPECT_A_FIGHT;FIEND_FIRE,Bloodletting + Expect A Fight + Fiend Fire,11,6.8,351.6,-29.5,0.5,110.5
EXPECT_A_FIGHT;MOLTEN_FIST;SHRUG_IT_OFF,Expect A Fight + Molten Fist + Shrug It Off,11,6.8,352.1,-29.1,0.501,114.3
COLOSSUS;SHRUG_IT_OFF;UNMOVABLE,Colossus + Shrug It Off + Unmovable,11,6.8,352.5,-28.6,0.683,113.6
BLOOD_WALL;DOMINATE;THUNDERCLAP,Blood Wall + Dominate + Thunderclap,11,6.8,355.4,-25.8,0.59,106.6
ASHEN_STRIKE;SHRUG_IT_OFF;TAUNT,Ashen Strike + Shrug It Off + Taunt,11,6.8,355.5,-25.7,0.597,105.2
BURNING_PACT;EXPECT_A_FIGHT;POMMEL_STRIKE,Burning Pact + Expect A Fight + Pommel Strike,11,6.8,355.5,-25.6,0.481,124.7
BLOODLETTING;COLOSSUS;RUPTURE,Bloodletting + Colossus + Rupture,11,6.8,356.5,-24.6,0.55,109.7
COLOSSUS;FEEL_NO_PAIN;SHRUG_IT_OFF,Colossus + Feel No Pain + Shrug It Off,11,6.8,356.7,-24.5,0.672,126.1
ANGER;BURNING_PACT;FORGOTTEN_RITUAL,Anger + Burning Pact + Forgotten Ritual,11,6.8,356.9,-24.3,0.629,115.7
BURNING_PACT;POMMEL_STRIKE;RAGE,Burning Pact + Pommel Strike + Rage,11,6.8,356.9,-24.3,0.433,128
BLOODLETTING;BURNING_PACT;FIEND_FIRE,Bloodletting + Burning Pact + Fiend Fire,11,6.8,357.5,-23.7,0.524,117.3
DOMINATE;EVIL_EYE;VICIOUS,Dominate + Evil Eye + Vicious,11,6.8,357.7,-23.5,0.531,98.5
BURNING_PACT;POMMEL_STRIKE;UNRELENTING,Burning Pact + Pommel Strike + Unrelenting,11,6.8,360.2,-21.0,0.537,123
DOMINATE;FEEL_NO_PAIN;OFFERING,Dominate + Feel No Pain + Offering,11,6.8,360.3,-20.9,0.561,113.3
DOMINATE;SHRUG_IT_OFF;STONE_ARMOR,Dominate + Shrug It Off + Stone Armor,11,6.8,361.7,-19.5,0.652,120.8
HOWL_FROM_BEYOND;POMMEL_STRIKE;SHRUG_IT_OFF,Howl From Beyond + Pommel Strike + Shrug It Off,11,6.8,362,-19.2,0.679,122.6
BLOODLETTING;DARK_EMBRACE;DOMINATE,Bloodletting + Dark Embrace + Dominate,11,6.8,362.1,-19.1,0.663,123.1
BATTLE_TRANCE;DARK_EMBRACE;SHRUG_IT_OFF,Battle Trance + Dark Embrace + Shrug It Off,11,6.8,362.2,-19.0,0.566,110.5
ASHEN_STRIKE;SHRUG_IT_OFF;VICIOUS,Ashen Strike + Shrug It Off + Vicious,11,6.8,362.7,-18.5,0.519,108.6
POMMEL_STRIKE;STONE_ARMOR;TRUE_GRIT,Pommel Strike + Stone Armor + True Grit,11,6.8,362.7,-18.5,0.587,140.4
DARK_EMBRACE;DOMINATE;POMMEL_STRIKE,Dark Embrace + Dominate + Pommel Strike,11,6.8,363.7,-17.5,0.599,122.1
